suite,case,step,rank_in_query,node_id,operator,act_rows,act_time,act_time_sec,peak,indent,result_path
tpc-ds,q28,1,5,41,"HASH AGGREGATE (LOCAL, group by: [ss_list_price])",53834,4.9ms,0.0049,2.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q28.result
tpc-ds,q29,1,1,14,"HASH JOIN (BROADCAST, INNER, eq: [ss_customer_sk = sr_customer_sk, ss_item_sk = sr_item_sk, ss_ticket_number = sr_ticket_number])",55039,81.5ms,0.0815,23.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q29.result
tpc-ds,q29,1,2,16,"HASH JOIN (BROADCAST, INNER, eq: [cs_bill_customer_sk = sr_customer_sk, cs_item_sk = sr_item_sk])",7403,38.6ms,0.0386,16.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q29.result
tpc-ds,q29,1,3,4,SCAN tpcds.catalog_sales,386404,11.7ms,0.0117,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q29.result
tpc-ds,q29,1,4,8,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d1.d_date_sk])",50859,9.1ms,0.0091,3.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q29.result
tpc-ds,q29,1,5,6,SCAN tpcds.date_dim (alias=d1),30,6.6ms,0.0066,22.5KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q29.result
tpc-ds,q3,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = dt.d_date_sk])",456190,18.2ms,0.0182,12.4MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q3.result
tpc-ds,q3,1,2,8,"HASH AGGREGATE (LOCAL, group by: [dt.d_year, brand, brand_id])",1210,3.2ms,0.0032,1.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q3.result
tpc-ds,q3,1,3,1,SCAN tpcds.store_sales,2750311,3.1ms,0.0031,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q3.result
tpc-ds,q3,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_item_sk = item.i_item_sk])",1092,2.5ms,0.0025,9.0MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q3.result
tpc-ds,q3,1,5,12,MERGING-EXCHANGE,267,776.2us,0.0007762,8.5KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q3.result
tpc-ds,q30,1,1,51,"HASH JOIN (BROADCAST, INNER, eq: [ca_address_sk = c_current_addr_sk, ctr1.ctr_customer_sk = c_customer_sk])",100643,402.4ms,0.4024,35.1MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q30.result
tpc-ds,q30,1,2,48,NEST LOOP JOIN (CROSS),32584252,213.3ms,0.2133,539.6KB,12,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q30.result
tpc-ds,q30,1,3,60,"TOP-N (limit=100) [c_customer_id ASC NULLS FIRST, c_salutation ASC NULLS FIRST, c_first_name ASC NULLS FIRST, c_last_name ASC NULLS FIRST, c_preferred_cust_flag ASC NULLS FIRST, c_birth_day ASC NULLS FIRST, c_birth_month ASC NULLS FIRST, c_birth_year ASC NULLS FIRST, c_birth_country ASC NULLS FIRST, c_login ASC NULLS FIRST, c_email_address ASC NULLS FIRST, c_last_review_date ASC NULLS FIRST, ctr1.ctr_total_return ASC NULLS FIRST]",262,14.8ms,0.0148,57.0KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q30.result
tpc-ds,q30,1,4,8,"HASH AGGREGATE (LOCAL, group by: [ctr_customer_sk, ca_state])",26905,5.0ms,0.005,2.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q30.result
tpc-ds,q30,1,5,7,"HASH JOIN (BROADCAST, INNER, eq: [ca_address_sk = wr_returning_addr_sk])",54068,4.0ms,0.004,16.8MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q30.result
tpc-ds,q31,1,1,15,"HASH JOIN (BROADCAST, INNER, eq: [ws_sold_date_sk = d_date_sk])",938265,301.1ms,0.3011,49.3MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q31.result
tpc-ds,q31,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",2904420,269.2ms,0.2692,49.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q31.result
tpc-ds,q31,1,3,8,"HASH AGGREGATE (LOCAL, group by: [ca_county, d_qoy, d_year])",2761091,228.6ms,0.2286,16.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q31.result
tpc-ds,q31,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_addr_sk = ca_address_sk])",2835273,137.7ms,0.1377,44.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q31.result
tpc-ds,q31,1,5,18,"HASH JOIN (BROADCAST, INNER, eq: [ws_bill_addr_sk = ca_address_sk])",869118,75.3ms,0.0753,40.9MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q31.result
tpc-ds,q32,1,1,5,"HASH JOIN (BROADCAST, INNER, eq: [cs_item_sk = i_item_sk])",405,20.2ms,0.0202,7.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q32.result
tpc-ds,q32,1,2,12,"HASH JOIN (BROADCAST, INNER, eq: [catalog_sales.cs_sold_date_sk = date_dim.d_date_sk])",42221,4.8ms,0.0048,6.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q32.result
tpc-ds,q32,1,3,9,SCAN tpcds.catalog_sales,1434368,1.4ms,0.0014,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q32.result
tpc-ds,q32,1,4,13,"HASH AGGREGATE (LOCAL, group by: [cs_item_sk])",58144,1.1ms,0.0011,6.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q32.result
tpc-ds,q32,1,5,7,"HASH JOIN (BROADCAST, INNER, eq: [d_date_sk = cs_sold_date_sk])",1191,947.0us,0.000947,1.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q32.result
tpc-ds,q33,1,1,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_addr_sk = ca_address_sk])",64812,79.5ms,0.0795,14.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q33.result
tpc-ds,q33,1,2,28,"HASH JOIN (BROADCAST, INNER, eq: [cs_bill_addr_sk = ca_address_sk])",59773,75.0ms,0.075,16.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q33.result
tpc-ds,q33,1,3,59,"HASH AGGREGATE (LOCAL, group by: [i_manufact_id])",3629,70.1ms,0.0701,931.6KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q33.result
tpc-ds,q33,1,4,58,"HASH JOIN (BROADCAST, LEFT SEMI, eq: [i_manufact_id = item.i_manufact_id])",7814,68.7ms,0.0687,219.4KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q33.result
tpc-ds,q33,1,5,16,"HASH AGGREGATE (LOCAL, group by: [i_manufact_id])",10651,49.7ms,0.0497,978.9KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q33.result
tpc-ds,q34,1,1,8,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_store_sk = store.s_store_sk])",362917,52.7ms,0.0527,11.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q34.result
tpc-ds,q34,1,2,11,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_hdemo_sk = household_demographics.hd_demo_sk])",56264,45.7ms,0.0457,17.7MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q34.result
tpc-ds,q34,1,3,12,"HASH AGGREGATE (LOCAL, group by: [ss_ticket_number, ss_customer_sk])",58460,43.6ms,0.0436,4.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q34.result
tpc-ds,q34,1,4,5,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = date_dim.d_date_sk])",363637,32.1ms,0.0321,7.3MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q34.result
tpc-ds,q34,1,5,2,SCAN tpcds.store_sales,2653156,20.2ms,0.0202,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q34.result
tpc-ds,q35,1,1,31,"HASH JOIN (BROADCAST, LEFT SEMI, eq: [c.c_customer_sk = x.customsk])",718110,254.3ms,0.2543,15.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q35.result
tpc-ds,q35,1,2,15,"HASH JOIN (BROADCAST, LEFT SEMI, eq: [c.c_customer_sk = store_sales.ss_customer_sk])",921081,233.3ms,0.2333,25.3MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q35.result
tpc-ds,q35,1,3,8,"HASH JOIN (PARTITIONED, INNER, eq: [cd_demo_sk = c.c_current_cdemo_sk])",2113924,173.3ms,0.1733,41.9MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q35.result
tpc-ds,q35,1,4,6,"HASH JOIN (BROADCAST, INNER, eq: [c.c_current_addr_sk = ca.ca_address_sk])",246562,131.4ms,0.1314,44.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q35.result
tpc-ds,q35,1,5,12,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = date_dim.d_date_sk])",300281,63.9ms,0.0639,6.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q35.result
tpc-ds,q36,1,1,13,"HASH AGGREGATE (LOCAL, group by: [i_category, i_class, __grouping_fn_0, __grouping_fn_1, __grouping_fn_2, __grouping_fn_3, __grouping_fn_4])",1601031,36.1ms,0.0361,3.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q36.result
tpc-ds,q36,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d1.d_date_sk])",534639,17.6ms,0.0176,7.0MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q36.result
tpc-ds,q36,1,3,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_item_sk = i_item_sk])",587544,14.0ms,0.014,18.3MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q36.result
tpc-ds,q36,1,4,1,SCAN tpcds.store_sales,2685687,13.2ms,0.0132,0B,12,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q36.result
tpc-ds,q36,1,5,11,"PROJECT [i_category, i_class, ss_net_profit, ss_ext_sales_price, i_category AS __repeat_group_key_0, i_class AS __repeat_group_key_1]",533544,11.3ms,0.0113,3.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q36.result
tpc-ds,q37,1,1,11,"HASH AGGREGATE (LOCAL, group by: [i_item_id, i_item_desc, i_current_price])",2369,8.8ms,0.0088,484.5KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q37.result
tpc-ds,q37,1,2,10,"HASH JOIN (BROADCAST, INNER, eq: [cs_item_sk = i_item_sk])",2408,8.5ms,0.0085,7.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q37.result
tpc-ds,q37,1,3,5,GATHER,6,4.7ms,0.0047,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q37.result
tpc-ds,q37,1,4,6,"HASH JOIN (BROADCAST, INNER, eq: [inv_item_sk = i_item_sk])",740,4.0ms,0.004,3.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q37.result
tpc-ds,q37,1,5,3,SCAN tpcds.inventory,68971,3.1ms,0.0031,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q37.result
tpc-ds,q38,1,1,30,"HASH JOIN (BROADCAST, INNER, eq: [web_sales.ws_bill_customer_sk = customer.c_customer_sk])",442164,170.1ms,0.1701,69.2MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q38.result
tpc-ds,q38,1,2,7,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_customer_sk = customer.c_customer_sk])",840806,151.4ms,0.1514,67.7MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q38.result
tpc-ds,q38,1,3,18,"HASH JOIN (BROADCAST, INNER, eq: [catalog_sales.cs_bill_customer_sk = customer.c_customer_sk])",586844,110.8ms,0.1108,67.9MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q38.result
tpc-ds,q38,1,4,4,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = date_dim.d_date_sk])",541904,77.2ms,0.0772,6.3MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q38.result
tpc-ds,q38,1,5,32,"HASH AGGREGATE (LOCAL, group by: [c_last_name, c_first_name, d_date])",154357,62.8ms,0.0628,2.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q38.result
tpc-ds,q39,1,1,12,"HASH AGGREGATE (SINGLE, group by: [w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy])",2763086,170.5ms,0.1705,306.6MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [inv_item_sk = i_item_sk])",2394000,48.4ms,0.0484,14.1MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,1,3,10,"HASH JOIN (BROADCAST, INNER, eq: [inv_date_sk = d_date_sk])",2341095,42.7ms,0.0427,157.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [inv_warehouse_sk = w_warehouse_sk])",2340015,31.7ms,0.0317,3.6MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,1,5,1,SCAN tpcds.inventory,2340000,3.9ms,0.0039,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,2,1,12,"HASH AGGREGATE (SINGLE, group by: [w_warehouse_name, w_warehouse_sk, i_item_sk, d_moy])",2848202,166.9ms,0.1669,316.2MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,2,2,10,"HASH JOIN (BROADCAST, INNER, eq: [inv_date_sk = d_date_sk])",2341095,42.1ms,0.0421,173.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,2,3,4,"HASH JOIN (BROADCAST, INNER, eq: [inv_item_sk = i_item_sk])",2394000,41.2ms,0.0412,14.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,2,4,7,"HASH JOIN (BROADCAST, INNER, eq: [inv_warehouse_sk = w_warehouse_sk])",2340015,29.2ms,0.0292,3.6MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q39,2,5,1,SCAN tpcds.inventory,2340000,3.1ms,0.0031,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q39.result
tpc-ds,q4,1,1,8,"HASH AGGREGATE (LOCAL, group by: [customer_id, customer_first_name, customer_last_name, customer_preferred_cust_flag, customer_birth_country, customer_login, customer_email_address, dyear])",2914236,770.5ms,0.7705,95.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q4.result
tpc-ds,q4,1,2,19,"HASH AGGREGATE (LOCAL, group by: [customer_id, customer_first_name, customer_last_name, customer_preferred_cust_flag, customer_birth_country, customer_login, customer_email_address, dyear])",1587658,590.2ms,0.5902,65.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q4.result
tpc-ds,q4,1,3,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_customer_sk = c_customer_sk])",2985453,278.7ms,0.2787,90.7MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q4.result
tpc-ds,q4,1,4,31,"HASH AGGREGATE (LOCAL, group by: [customer_id, customer_first_name, customer_last_name, customer_preferred_cust_flag, customer_birth_country, customer_login, customer_email_address, dyear])",780282,242.9ms,0.2429,28.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q4.result
tpc-ds,q4,1,5,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",2904600,217.3ms,0.2173,44.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q4.result
tpc-ds,q40,1,1,4,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [cs_order_number = cr_order_number, cs_item_sk = cr_item_sk])",1862992,138.6ms,0.1386,94.6MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q40.result
tpc-ds,q40,1,2,7,"HASH JOIN (BROADCAST, INNER, eq: [cs_warehouse_sk = w_warehouse_sk])",1430806,25.7ms,0.0257,7.3MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q40.result
tpc-ds,q40,1,3,10,"HASH JOIN (BROADCAST, INNER, eq: [cs_item_sk = i_item_sk])",91827,15.5ms,0.0155,13.0MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q40.result
tpc-ds,q40,1,4,14,"PROJECT [cs_sold_date_sk, cs_warehouse_sk, cs_item_sk, cs_order_number, cs_sales_price, cr_item_sk, cr_order_number, cr_refunded_cash, w_warehouse_sk, w_state, i_item_sk, i_item_id, i_current_price, d_date_sk, d_date, CAST('2000-03-11' AS Date32) AS __cse_0, CAST(0 AS Decimal128(8, 2)) AS __cse_1, coalesce(cr_refunded_cash, 0) AS __cse_2, cs_sales_price - coalesce(cr_refunded_cash, 0) AS __cse_3]",1733,6.4ms,0.0064,103.9KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q40.result
tpc-ds,q40,1,5,13,"HASH JOIN (BROADCAST, INNER, eq: [cs_sold_date_sk = d_date_sk])",1916,3.3ms,0.0033,440.8KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q40.result
tpc-ds,q41,1,1,3,"HASH AGGREGATE (LOCAL, group by: [i_manufact])",20,124.1us,0.0001241,566.3KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q41.result
tpc-ds,q41,1,2,8,"HASH JOIN (BROADCAST, LEFT OUTER, eq: [i1.i_manufact = item.i_manufact])",269,59.0us,5.9e-05,220.4KB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q41.result
tpc-ds,q41,1,3,9,"PROJECT [i1.i_product_name AS i_product_name, ifnull(item_cnt, 0) AS __scalar_sq_0]",243,38.8us,3.88e-05,23.1KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q41.result
tpc-ds,q41,1,4,6,"PROJECT [count(*) AS item_cnt, item.i_manufact AS i_manufact]",10,36.7us,3.67e-05,198.4KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q41.result
tpc-ds,q41,1,5,5,"HASH AGGREGATE (GLOBAL, group by: [item.i_manufact])",20,31.8us,3.18e-05,897.5KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q41.result
tpc-ds,q42,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_sold_date_sk = dt.d_date_sk])",88769,11.5ms,0.0115,8.9MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q42.result
tpc-ds,q42,1,2,8,"HASH AGGREGATE (LOCAL, group by: [dt.d_year, item.i_category_id, item.i_category])",1533,2.3ms,0.0023,1.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q42.result
tpc-ds,q42,1,3,1,SCAN tpcds.store_sales,2750311,2.2ms,0.0022,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q42.result
tpc-ds,q42,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [store_sales.ss_item_sk = item.i_item_sk])",2466,735.0us,0.000735,4.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q42.result
tpc-ds,q42,1,5,5,SCAN tpcds.item,321,248.5us,0.0002485,216.0KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q42.result
tpc-ds,q43,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [ss_sold_date_sk = d_date_sk])",541852,23.0ms,0.023,7.6MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q43.result
tpc-ds,q43,1,2,8,"HASH AGGREGATE (LOCAL, group by: [s_store_name, s_store_id])",540772,22.0ms,0.022,22.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q43.result
tpc-ds,q43,1,3,1,SCAN tpcds.store_sales,2685687,16.8ms,0.0168,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q43.result
tpc-ds,q43,1,4,7,"HASH JOIN (BROADCAST, INNER, eq: [ss_store_sk = s_store_sk])",540790,16.3ms,0.0163,9.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-ds/q43.result
