suite,case,step,rank_in_query,node_id,operator,act_rows,act_time,act_time_sec,peak,indent,result_path
tpc-h,q16,1,5,8,"HASH JOIN (BROADCAST, NULL AWARE LEFT ANTI, eq: [ps_suppkey = s_suppkey])",117792,1.8ms,0.0018,3.9MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q16.result
tpc-h,q17,1,1,4,"HASH JOIN (BROADCAST, INNER, eq: [l_partkey = p_partkey])",7177,143.8ms,0.1438,23.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q17.result
tpc-h,q17,1,2,6,SORT BY [p_partkey ASC NULLS FIRST],13058,28.0ms,0.028,28.8MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q17.result
tpc-h,q17,1,3,1,SCAN tpch.lineitem,460668,9.1ms,0.0091,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q17.result
tpc-h,q17,1,4,2,SCAN tpch.part,216,517.7us,0.0005177,512.6KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q17.result
tpc-h,q17,1,5,5,HASH EXCHANGE,6529,407.8us,0.0004078,0B,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q17.result
tpc-h,q18,1,1,9,"HASH JOIN (PARTITIONED, INNER, eq: [l_orderkey = o_orderkey])",13502430,44.8s,44.8,607.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q18.result
tpc-h,q18,1,2,18,"HASH JOIN (PARTITIONED, LEFT SEMI, eq: [o_orderkey = lineitem.l_orderkey])",6001287,32.0s,32,82.5KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q18.result
tpc-h,q18,1,3,7,"HASH JOIN (PARTITIONED, INNER, eq: [o_custkey = c_custkey])",3150000,3.2s,3.2,57.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q18.result
tpc-h,q18,1,4,10,HASH EXCHANGE,6001215,625.7ms,0.6257,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q18.result
tpc-h,q18,1,5,1,SCAN tpch.lineitem,6001215,364.3ms,0.3643,83.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q18.result
tpc-h,q19,1,1,2,"PROJECT [l_partkey, l_quantity, l_extendedprice, l_discount, l_shipinstruct, l_shipmode, l_shipinstruct = 'DELIVER IN PERSON' AS __cse_0, l_shipmode IN ('AIR', 'AIR REG') AS __cse_1]",132509,122.8ms,0.1228,277.1KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q19.result
tpc-h,q19,1,2,5,"HASH JOIN (BROADCAST, INNER, eq: [l_partkey = p_partkey])",1466,23.1ms,0.0231,502.6KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q19.result
tpc-h,q19,1,3,1,SCAN tpch.lineitem,132509,2.9ms,0.0029,0B,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q19.result
tpc-h,q19,1,4,6,HASH AGGREGATE (LOCAL),12,1.7ms,0.0017,781.6KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q19.result
tpc-h,q19,1,5,3,SCAN tpch.part,452,244.1us,0.0002441,474.4KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q19.result
tpc-h,q2,1,1,13,"HASH JOIN (BROADCAST, INNER, eq: [s_suppkey = ps_suppkey])",10557,4.0ms,0.004,8.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q2.result
tpc-h,q2,1,2,15,SORT BY [p_partkey ASC NULLS FIRST],1362,3.4ms,0.0034,3.7MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q2.result
tpc-h,q2,1,3,11,"HASH JOIN (BROADCAST, INNER, eq: [ps_partkey = p_partkey])",5761,1.7ms,0.0017,4.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q2.result
tpc-h,q2,1,4,5,"HASH JOIN (BROADCAST, INNER, eq: [n_regionkey = r_regionkey])",8,900.6us,0.0009006,32.2KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q2.result
tpc-h,q2,1,5,9,SCAN tpch.part,823,574.5us,0.0005745,1012.6KB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q2.result
tpc-h,q20,1,1,13,"HASH AGGREGATE (LOCAL, group by: [l_partkey, l_suppkey])",1664541,96.8ms,0.0968,76.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q20.result
tpc-h,q20,1,2,15,"HASH AGGREGATE (GLOBAL, group by: [l_partkey, l_suppkey])",1298761,33.6ms,0.0336,34.2MB,12,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q20.result
tpc-h,q20,1,3,10,"HASH JOIN (BROADCAST, LEFT SEMI, eq: [ps_partkey = p_partkey])",15232,26.8ms,0.0268,2.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q20.result
tpc-h,q20,1,4,23,"HASH JOIN (BROADCAST, LEFT SEMI, eq: [s_suppkey = ps_suppkey])",17833,19.5ms,0.0195,1.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q20.result
tpc-h,q20,1,5,18,"HASH JOIN (PARTITIONED, LEFT OUTER, eq: [ps_partkey = l_partkey, ps_suppkey = l_suppkey])",566229,17.3ms,0.0173,40.3MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q20.result
tpc-h,q21,1,1,7,"HASH JOIN (BROADCAST, INNER, eq: [l1.l_orderkey = o_orderkey])",4017150,490.0ms,0.49,390.2MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q21.result
tpc-h,q21,1,2,20,"HASH JOIN (PARTITIONED, LEFT ANTI, eq: [l1.l_orderkey = l3.l_orderkey])",3869569,474.8ms,0.4748,116.6MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q21.result
tpc-h,q21,1,3,15,"HASH JOIN (PARTITIONED, LEFT SEMI, eq: [l1.l_orderkey = l2.l_orderkey])",6148541,461.9ms,0.4619,190.0MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q21.result
tpc-h,q21,1,4,10,"HASH JOIN (BROADCAST, INNER, eq: [s_nationkey = n_nationkey])",75086,230.9ms,0.2309,9.8MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q21.result
tpc-h,q21,1,5,4,"HASH JOIN (BROADCAST, INNER, eq: [l1.l_suppkey = s_suppkey])",2035954,111.8ms,0.1118,12.0MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q21.result
tpc-h,q22,1,1,14,"HASH JOIN (PARTITIONED, LEFT ANTI, eq: [c_custkey = orders.o_custkey])",1518389,10.0ms,0.01,37.2MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q22.result
tpc-h,q22,1,2,12,PROJECT [orders.o_custkey AS o_custkey],1500000,2.8ms,0.0028,7.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q22.result
tpc-h,q22,1,3,17,"HASH AGGREGATE (LOCAL, group by: [cntrycode])",4662,1.1ms,0.0011,1.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q22.result
tpc-h,q22,1,4,15,"PROJECT [substring(c_phone, 1, 2) AS cntrycode, c_acctbal]",4647,1.0ms,0.001,8.9KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q22.result
tpc-h,q22,1,5,8,NEST LOOP JOIN (INNER),13742,825.7us,0.0008257,598.6KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q22.result
tpc-h,q3,1,1,8,"HASH JOIN (PARTITIONED, INNER, eq: [l_orderkey = o_orderkey])",3426757,379.0ms,0.379,57.6MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q3.result
tpc-h,q3,1,2,6,"HASH JOIN (BROADCAST, INNER, eq: [o_custkey = c_custkey])",235208,318.8ms,0.3188,23.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q3.result
tpc-h,q3,1,3,1,SCAN tpch.lineitem,3251845,204.8ms,0.2048,123.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q3.result
tpc-h,q3,1,4,9,"HASH AGGREGATE (LOCAL, group by: [l_orderkey, o_orderdate, o_shippriority])",41707,143.1ms,0.1431,1.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q3.result
tpc-h,q3,1,5,3,SCAN tpch.orders,144641,50.5ms,0.0505,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q3.result
tpc-h,q4,1,1,6,"HASH JOIN (PARTITIONED, LEFT SEMI, eq: [o_orderkey = lineitem.l_orderkey])",3901510,36.0ms,0.036,108.1MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q4.result
tpc-h,q4,1,2,4,PROJECT [lineitem.l_orderkey AS l_orderkey],3793296,7.9ms,0.0079,12.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q4.result
tpc-h,q4,1,3,5,HASH EXCHANGE,3793296,941.5us,0.0009415,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q4.result
tpc-h,q4,1,4,7,"HASH AGGREGATE (LOCAL, group by: [o_orderpriority])",51713,916.0us,0.000916,2.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q4.result
tpc-h,q4,1,5,1,SCAN tpch.orders,56516,650.3us,0.0006503,5.7MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q4.result
tpc-h,q5,1,1,16,"HASH JOIN (BROADCAST, INNER, eq: [o_custkey = c_custkey, s_nationkey = c_nationkey])",457207,271.2ms,0.2712,83.4MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q5.result
tpc-h,q5,1,2,4,"HASH JOIN (BROADCAST, INNER, eq: [l_orderkey = o_orderkey])",1599838,119.3ms,0.1193,132.8MB,6,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q5.result
tpc-h,q5,1,3,14,SCAN tpch.customer,150000,46.7ms,0.0467,24.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q5.result
tpc-h,q5,1,4,13,"HASH JOIN (BROADCAST, INNER, eq: [l_suppkey = s_suppkey])",184182,21.3ms,0.0213,4.5MB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q5.result
tpc-h,q5,1,5,17,"HASH AGGREGATE (LOCAL, group by: [n_name])",7222,19.2ms,0.0192,1.6MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q5.result
tpc-h,q6,1,1,2,HASH AGGREGATE (LOCAL),12,1.0ms,0.001,1.3MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q6.result
tpc-h,q6,1,2,4,HASH AGGREGATE (GLOBAL),13,135.6us,0.0001356,64.4KB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q6.result
tpc-h,q6,1,3,5,PROJECT [sum(l_extendedprice * l_discount) AS revenue],1,9.7us,9.7e-06,16B,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q6.result
tpc-h,q6,1,4,1,SCAN tpch.lineitem,114781,8.0us,8e-06,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q6.result
tpc-h,q6,1,5,3,GATHER,12,5.7us,5.7e-06,0B,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q6.result
tpc-h,q7,1,1,6,"HASH JOIN (BROADCAST, INNER, eq: [l_suppkey = s_suppkey])",1858450,208.6ms,0.2086,11.3MB,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q7.result
tpc-h,q7,1,2,14,"HASH JOIN (BROADCAST, INNER, eq: [o_custkey = c_custkey])",597048,188.7ms,0.1887,83.8MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q7.result
tpc-h,q7,1,3,11,"HASH JOIN (PARTITIONED, INNER, eq: [o_orderkey = l_orderkey])",1794096,133.5ms,0.1335,81.5MB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q7.result
tpc-h,q7,1,4,9,"HASH JOIN (BROADCAST, INNER, eq: [s_nationkey = n1.n_nationkey])",147054,87.8ms,0.0878,7.5MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q7.result
tpc-h,q7,1,5,1,SCAN tpch.orders,1500000,81.0ms,0.081,20.4MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q7.result
tpc-h,q8,1,1,16,"HASH JOIN (PARTITIONED, INNER, eq: [o_custkey = c_custkey])",577655,887.4ms,0.8874,33.2MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q8.result
tpc-h,q8,1,2,18,"HASH JOIN (PARTITIONED, INNER, eq: [l_orderkey = o_orderkey])",136864,822.9ms,0.8229,57.0MB,8,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q8.result
tpc-h,q8,1,3,4,"HASH JOIN (BROADCAST, INNER, eq: [l_partkey = p_partkey])",48046,470.8ms,0.4708,21.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q8.result
tpc-h,q8,1,4,1,SCAN tpch.lineitem,591957,176.8ms,0.1768,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q8.result
tpc-h,q8,1,5,17,HASH EXCHANGE,90488,43.8ms,0.0438,0B,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q8.result
tpc-h,q9,1,1,8,"HASH JOIN (BROADCAST, INNER, eq: [l_suppkey = ps_suppkey, l_partkey = p_partkey])",455759,2.0s,2,85.1MB,0,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q9.result
tpc-h,q9,1,2,17,"PROJECT [n_name AS nation, year(o_orderdate) AS o_year, l_extendedprice * 1 - l_discount - ps_supplycost * l_quantity AS amount]",325847,1.8s,1.8,13.0KB,4,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q9.result
tpc-h,q9,1,3,10,"HASH JOIN (BROADCAST, INNER, eq: [o_orderkey = l_orderkey])",1303388,1.4s,1.4,1.7GB,10,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q9.result
tpc-h,q9,1,4,2,SCAN tpch.lineitem,845242,463.1ms,0.4631,0B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q9.result
tpc-h,q9,1,5,18,"PROJECT [nation, o_year, amount]",325847,455.1ms,0.4551,650B,2,/Users/harbor/.codex/worktrees/4f87/NovaRocks/logs/baseline/20260622-231416-tpc-baseline/plans/analyze/tpc-h/q9.result
